1000,0.479185390472412,0.34782190322876,0.126870918273926
2000,2.06303038597107,1.39395546913147,0.542754936218262
3000,4.93282561302185,3.54526128768921,1.37951698303223
4000,8.75466680526733,6.11310930252075,2.37301940917969
5000,8.24426188468933,5.08028297424316,2.0361569404602
6000,7.60447812080383,5.20354499816895,2.13941683769226
7000,7.43728404045105,5.13840188980103,2.04868121147156
8000,7.45954332351685,5.25223660469055,2.12221760749817
9000,7.53357677459717,5.33006043434143,2.02477717399597
10000,7.48854837417603,5.28780903816223,1.94586639404297
11000,7.6207200050354,5.02867860794067,2.09541692733765
12000,7.40648446083069,5.31068115234375,1.98080687522888
13000,7.33332901000977,5.33899698257446,2.04359831809998
14000,7.54789905548096,5.20960440635681,2.0654390335083
15000,7.46610956192017,5.22639560699463,1.9427384853363
16000,7.41291136741638,5.24757795333862,2.06335110664368
17000,7.56661891937256,5.31794910430908,1.98673734664917
18000,7.24354152679443,5.09620227813721,2.01236643791199
19000,7.3808699131012,5.54117789268494,2.08993215560913
20000,7.54089856147766,5.19029755592346,2.01887202262878
21000,7.68391795158386,5.24595456123352,2.02488284111023
22000,7.10046892166138,4.26345386505127,1.84636149406433
23000,6.40972938537598,4.47466769218445,1.91810321807861
24000,6.71225066184998,4.5431788444519,1.75847601890564
25000,6.25702137947083,3.88432431221008,1.46156601905823
26000,5.65184707641602,3.75713696479797,1.40977845191956
27000,5.28756937980652,3.65180425643921,1.16852421760559
28000,4.20651631355286,3.07780590057373,1.16881761550903
29000,4.18190217018127,2.42498836517334,0.553205299377441
30000,1.92882041931152,1.23157353401184,0.551895666122437
