1000,0.468473434448242,0.267628717422485,0.109942722320557
2000,1.90803427696228,1.23506746292114,0.491182279586792
3000,4.17917051315308,3.02088804244995,1.27851195335388
4000,7.58717641830444,5.5814790725708,2.61744813919067
5000,8.57905011177063,5.73627772331238,2.33490781784058
6000,8.08634729385376,5.19730496406555,2.23933086395264
7000,7.38262825012207,5.20609364509583,1.96864428520203
8000,7.65834918022156,5.11539998054504,2.1016110420227
9000,7.45132598876953,5.33041653633118,2.21787824630737
10000,7.43733906745911,5.27563591003418,2.09391345977783
11000,7.38406543731689,5.23815417289734,2.11742568016052
12000,7.43898105621338,5.20592169761658,2.09721918106079
13000,7.46886367797852,5.17081761360168,2.19167103767395
14000,7.40083861351013,5.23582277297974,2.15897345542908
15000,7.30920615196228,5.01516795158386,2.14830164909363
16000,7.59245223999023,5.23510866165161,2.14556655883789
17000,7.78571467399597,5.11612133979797,2.13707752227783
18000,7.40185256004334,4.89219732284546,2.19310765266418
19000,7.73757810592651,5.03162660598755,2.10201592445374
20000,7.97333083152771,5.07671947479248,1.95566973686218
21000,7.61029477119446,5.06888723373413,2.08788356781006
22000,7.39501419067383,5.12493867874146,2.0234655380249
23000,6.62826209068298,4.65752115249634,1.77747235298157
24000,6.50860195159912,4.66173481941223,1.73846945762634
25000,6.54304909706116,4.43977775573731,1.73474850654602
26000,5.95842833518982,3.53936009407043,1.47051267623901
27000,5.29610910415649,3.56613607406616,1.43956255912781
28000,5.41285915374756,3.33246254920959,1.19289498329163
29000,4.51022577285767,3.05908164978027,1.24885129928589
30000,2.23925251960754,1.2217885017395,0.554783868789673
