100 0.0010103702545166016 0.0007244586944580078 0.0002696990966796875
200 0.003978443145751953 0.0034246921539306642 0.0015770912170410157
300 0.009287548065185548 0.005747032165527344 0.002785778045654297
400 0.01764054298400879 0.010420799255371094 0.004868078231811524
500 0.0282041072845459 0.0169827938079834 0.008033990859985352
600 0.04356846809387207 0.02542262077331543 0.011255359649658203
700 0.05707740783691406 0.03495512008666992 0.014962434768676758
800 0.07633953094482422 0.05090532302856445 0.02072176933288574
900 0.09568376541137695 0.0596402645111084 0.027877378463745116
1000 0.12359533309936524 0.07358489036560059 0.03417086601257324
1100 0.14650473594665528 0.08844051361083985 0.04042491912841797
1200 0.17474465370178222 0.10673871040344238 0.048654365539550784
1300 0.20745325088500977 0.12597122192382812 0.05862469673156738
1400 0.23997964859008789 0.14715957641601562 0.06632232666015625
1500 0.2773740291595459 0.17017602920532227 0.07410025596618652
1600 0.3140439510345459 0.1935253143310547 0.08916792869567872
1700 0.3563550472259521 0.21854710578918457 0.09794511795043945
1800 0.4002842903137207 0.24714579582214355 0.10859565734863282
1900 0.4417461395263672 0.27020630836486814 0.12254319190979004
2000 0.4972255229949951 0.31175947189331055 0.14509258270263672
2100 0.540175199508667 0.3356116771697998 0.1476222038269043
2200 0.5957929134368897 0.36920013427734377 0.16850099563598633
2300 0.6549203395843506 0.39888978004455566 0.1856144905090332
2400 0.7141951560974121 0.4443959712982178 0.20053486824035643
2500 0.7880830764770508 0.49166274070739746 0.2197195053100586
2600 0.8362405300140381 0.5203481197357178 0.2364652633666992
2700 0.8976245880126953 0.5649202346801758 0.2643064022064209
2800 0.970562219619751 0.6001554489135742 0.2758293151855469
2900 1.0536893844604491 0.6500115394592285 0.29661107063293457
3000 1.1199978828430175 0.6933876037597656 0.31524410247802737
