500 0.033863162994384764 0.022187328338623045 0.015160560607910156
1000 0.144882869720459 0.09574546813964843 0.06548953056335449
1500 0.3460855960845947 0.22746777534484863 0.15949931144714355
2000 0.6054533004760743 0.4339900016784668 0.28389625549316405
2500 1.035537338256836 0.6536343574523926 0.4260359764099121
3000 1.3621306419372559 0.9384067058563232 0.6302363872528076
3500 1.8640318393707276 1.2989648818969726 0.8708636283874511
4000 2.4463234901428224 1.6930248737335205 1.115156602859497
4500 3.0720107555389404 2.143642282485962 1.4612483978271484
5000 3.8531450271606444 2.6440059185028075 1.7664392948150636
