500 0.03593645095825195 0.02431621551513672 0.01657390594482422
1000 0.1506629467010498 0.10248351097106934 0.06912360191345215
1500 0.39110937118530276 0.24841790199279784 0.1572974681854248
2000 0.6738038063049316 0.44904298782348634 0.3092358112335205
2500 1.0997403144836426 0.7229341030120849 0.4588024616241455
3000 1.4646518230438232 1.0696610927581787 0.6561086177825928
3500 2.007437801361084 1.3474133014678955 0.8870680809020997
4000 2.750709342956543 2.0516902446746825 1.3419990062713623
4500 3.6141842365264893 2.46834454536438 1.5980900287628175
5000 4.404985094070435 3.1491106510162354 1.9503220081329347
