1000 0.13054509162902833 0.07781052589416504 0.0380406379699707
2000 0.6075955867767334 0.33855476379394533 0.15287084579467775
3000 1.227985429763794 0.7654381275177002 0.34352974891662597
4000 2.196888542175293 1.3414436817169189 0.6145981311798095
5000 3.4969218254089354 2.1894089221954345 1.0135223388671875
6000 4.981082963943481 3.1175061225891114 1.420383358001709
7000 6.897488975524903 4.3123949527740475 1.9602593898773193
8000 9.626409339904786 5.48897795677185 2.3956045627593996
9000 10.757128810882568 6.74868483543396 3.160042142868042
10000 14.16119475364685 8.590556764602661 3.977415943145752
